num_date_time,answer
30 2020-08-30 22,4952
30 2020-08-30 23,4853
30 2020-08-31 00,4802
30 2020-08-31 01,4724
30 2020-08-31 02,4620
30 2020-08-31 03,4438
30 2020-08-31 04,4295
30 2020-08-31 05,4393
30 2020-08-31 06,4663
30 2020-08-31 07,5708
30 2020-08-31 08,5571
30 2020-08-31 09,5547
30 2020-08-31 10,5556
30 2020-08-31 11,5426
30 2020-08-31 12,5180
30 2020-08-31 13,5080
30 2020-08-31 14,4914
30 2020-08-31 15,5040
30 2020-08-31 16,5151
30 2020-08-31 17,5157
30 2020-08-31 18,5125
30 2020-08-31 19,5077
30 2020-08-31 20,5046
30 2020-08-31 21,5013
30 2020-08-31 22,4957
30 2020-08-31 23,4860
31 2020-08-25 00,6322
31 2020-08-25 01,6272
31 2020-08-25 02,6386
31 2020-08-25 03,6882
31 2020-08-25 04,6974
31 2020-08-25 05,7060
31 2020-08-25 06,7097
31 2020-08-25 07,7242
31 2020-08-25 08,7223
31 2020-08-25 09,7215
31 2020-08-25 10,7230
31 2020-08-25 11,7257
31 2020-08-25 12,7278
31 2020-08-25 13,7292
31 2020-08-25 14,7315
31 2020-08-25 15,7299
31 2020-08-25 16,6817
31 2020-08-25 17,6258
31 2020-08-25 18,5985
31 2020-08-25 19,5716
31 2020-08-25 20,5564
31 2020-08-25 21,5462
31 2020-08-25 22,5384
31 2020-08-25 23,5387
31 2020-08-26 00,5324
31 2020-08-26 01,5338
31 2020-08-26 02,5411
31 2020-08-26 03,5751
31 2020-08-26 04,6406
31 2020-08-26 05,6899
31 2020-08-26 06,7161
31 2020-08-26 07,7271
31 2020-08-26 08,7260
31 2020-08-26 09,7259
31 2020-08-26 10,7277
31 2020-08-26 11,7305
31 2020-08-26 12,7333
31 2020-08-26 13,7357
31 2020-08-26 14,7376
31 2020-08-26 15,7347
31 2020-08-26 16,6880
31 2020-08-26 17,6235
31 2020-08-26 18,5986
31 2020-08-26 19,5731
31 2020-08-26 20,5605
31 2020-08-26 21,5543
31 2020-08-26 22,5496
31 2020-08-26 23,5465
31 2020-08-27 00,5373
31 2020-08-27 01,5360
31 2020-08-27 02,5507
31 2020-08-27 03,5829
31 2020-08-27 04,6429
31 2020-08-27 05,6903
31 2020-08-27 06,7147
31 2020-08-27 07,7324
31 2020-08-27 08,7274
31 2020-08-27 09,7113
31 2020-08-27 10,6935
31 2020-08-27 11,6779
31 2020-08-27 12,6633
31 2020-08-27 13,6379
31 2020-08-27 14,6197
31 2020-08-27 15,6111
31 2020-08-27 16,6037
31 2020-08-27 17,5773
31 2020-08-27 18,5546
31 2020-08-27 19,5338
31 2020-08-27 20,5261
31 2020-08-27 21,5244
31 2020-08-27 22,5231
31 2020-08-27 23,5214
31 2020-08-28 00,5180
31 2020-08-28 01,5400
31 2020-08-28 02,5696
31 2020-08-28 03,6014
31 2020-08-28 04,6450
31 2020-08-28 05,6913
31 2020-08-28 06,7135
31 2020-08-28 07,7176
31 2020-08-28 08,7148
31 2020-08-28 09,7097
31 2020-08-28 10,7054
31 2020-08-28 11,7003
31 2020-08-28 12,6938
31 2020-08-28 13,6791
31 2020-08-28 14,6506
31 2020-08-28 15,6317
31 2020-08-28 16,6146
31 2020-08-28 17,5818
31 2020-08-28 18,5530
31 2020-08-28 19,5327
31 2020-08-28 20,5251
31 2020-08-28 21,5228
31 2020-08-28 22,5218
31 2020-08-28 23,5207
31 2020-08-29 00,5174
31 2020-08-29 01,5327
31 2020-08-29 02,5623
31 2020-08-29 03,5967
31 2020-08-29 04,6435
31 2020-08-29 05,6939
31 2020-08-29 06,7198
31 2020-08-29 07,7283
31 2020-08-29 08,7246
31 2020-08-29 09,7184
31 2020-08-29 10,7014
31 2020-08-29 11,6852
31 2020-08-29 12,6705
31 2020-08-29 13,6449
31 2020-08-29 14,6272
31 2020-08-29 15,6156
31 2020-08-29 16,6095
31 2020-08-29 17,5992
31 2020-08-29 18,5732
31 2020-08-29 19,5493
31 2020-08-29 20,5290
31 2020-08-29 21,5215
31 2020-08-29 22,5199
31 2020-08-29 23,5188
31 2020-08-30 00,5164
31 2020-08-30 01,5480
31 2020-08-30 02,5759
31 2020-08-30 03,6066
31 2020-08-30 04,6382
31 2020-08-30 05,6700
31 2020-08-30 06,6847
31 2020-08-30 07,6935
31 2020-08-30 08,6868
31 2020-08-30 09,6630
31 2020-08-30 10,6562
31 2020-08-30 11,6487
31 2020-08-30 12,6454
31 2020-08-30 13,6432
31 2020-08-30 14,6448
31 2020-08-30 15,6444
31 2020-08-30 16,6364
31 2020-08-30 17,6102
31 2020-08-30 18,5701
31 2020-08-30 19,5424
31 2020-08-30 20,5317
31 2020-08-30 21,5280
31 2020-08-30 22,5259
31 2020-08-30 23,5242
31 2020-08-31 00,5205
31 2020-08-31 01,5441
31 2020-08-31 02,5731
31 2020-08-31 03,5965
31 2020-08-31 04,6314
31 2020-08-31 05,6816
31 2020-08-31 06,7074
31 2020-08-31 07,7199
31 2020-08-31 08,7123
31 2020-08-31 09,6999
31 2020-08-31 10,6832
31 2020-08-31 11,6656
31 2020-08-31 12,6493
31 2020-08-31 13,6307
31 2020-08-31 14,5822
31 2020-08-31 15,5654
31 2020-08-31 16,5462
31 2020-08-31 17,5376
31 2020-08-31 18,5360
31 2020-08-31 19,5362
31 2020-08-31 20,5365
31 2020-08-31 21,5361
31 2020-08-31 22,5353
31 2020-08-31 23,5348
32 2020-08-25 00,6997
32 2020-08-25 01,7295
32 2020-08-25 02,7573
32 2020-08-25 03,7829
32 2020-08-25 04,7985
32 2020-08-25 05,8195
32 2020-08-25 06,8407
32 2020-08-25 07,8407
32 2020-08-25 08,8385
32 2020-08-25 09,8375
32 2020-08-25 10,8377
32 2020-08-25 11,8406
32 2020-08-25 12,8472
32 2020-08-25 13,8523
32 2020-08-25 14,8582
32 2020-08-25 15,8640
32 2020-08-25 16,8636
32 2020-08-25 17,8599
32 2020-08-25 18,8502
32 2020-08-25 19,8322
32 2020-08-25 20,8263
32 2020-08-25 21,8249
32 2020-08-25 22,8252
32 2020-08-25 23,8260
32 2020-08-26 00,8257
32 2020-08-26 01,8185
32 2020-08-26 02,8181
32 2020-08-26 03,8262
32 2020-08-26 04,8349
32 2020-08-26 05,8415
32 2020-08-26 06,8440
32 2020-08-26 07,8455
32 2020-08-26 08,8454
32 2020-08-26 09,8465
32 2020-08-26 10,8488
32 2020-08-26 11,8522
32 2020-08-26 12,8568
32 2020-08-26 13,8604
32 2020-08-26 14,8647
32 2020-08-26 15,8690
32 2020-08-26 16,8711
32 2020-08-26 17,8697
32 2020-08-26 18,8605
32 2020-08-26 19,8454
32 2020-08-26 20,8334
32 2020-08-26 21,8259
32 2020-08-26 22,8227
32 2020-08-26 23,8211
32 2020-08-27 00,8207
32 2020-08-27 01,8151
32 2020-08-27 02,8161
32 2020-08-27 03,8231
32 2020-08-27 04,8297
32 2020-08-27 05,8351
32 2020-08-27 06,8390
32 2020-08-27 07,8416
32 2020-08-27 08,8408
32 2020-08-27 09,8412
32 2020-08-27 10,8421
32 2020-08-27 11,8417
32 2020-08-27 12,8404
32 2020-08-27 13,8378
32 2020-08-27 14,8360
32 2020-08-27 15,8348
32 2020-08-27 16,8340
32 2020-08-27 17,8335
32 2020-08-27 18,8326
32 2020-08-27 19,8312
32 2020-08-27 20,8299
32 2020-08-27 21,8285
32 2020-08-27 22,8271
32 2020-08-27 23,8259
32 2020-08-28 00,8250
32 2020-08-28 01,8251
32 2020-08-28 02,8253
32 2020-08-28 03,8269
32 2020-08-28 04,8290
32 2020-08-28 05,8313
32 2020-08-28 06,8333
32 2020-08-28 07,8393
32 2020-08-28 08,8375
32 2020-08-28 09,8357
32 2020-08-28 10,8347
32 2020-08-28 11,8352
32 2020-08-28 12,8357
32 2020-08-28 13,8361
32 2020-08-28 14,8363
32 2020-08-28 15,8360
32 2020-08-28 16,8354
32 2020-08-28 17,8345
32 2020-08-28 18,8333
32 2020-08-28 19,8316
32 2020-08-28 20,8299
32 2020-08-28 21,8284
32 2020-08-28 22,8271
32 2020-08-28 23,8260
32 2020-08-29 00,8236
32 2020-08-29 01,8256
32 2020-08-29 02,8248
32 2020-08-29 03,8268
32 2020-08-29 04,8320
32 2020-08-29 05,8364
32 2020-08-29 06,8371
32 2020-08-29 07,8376
32 2020-08-29 08,8359
32 2020-08-29 09,8352
32 2020-08-29 10,8350
32 2020-08-29 11,8354
32 2020-08-29 12,8352
32 2020-08-29 13,8348
32 2020-08-29 14,8339
32 2020-08-29 15,8325
32 2020-08-29 16,8306
32 2020-08-29 17,8287
32 2020-08-29 18,8274
32 2020-08-29 19,8264
32 2020-08-29 20,8257
32 2020-08-29 21,8251
32 2020-08-29 22,8242
32 2020-08-29 23,8232
32 2020-08-30 00,8223
32 2020-08-30 01,8211
32 2020-08-30 02,8209
32 2020-08-30 03,8244
32 2020-08-30 04,8287
32 2020-08-30 05,8326
32 2020-08-30 06,8333
32 2020-08-30 07,8349
32 2020-08-30 08,8346
32 2020-08-30 09,8345
32 2020-08-30 10,8349
32 2020-08-30 11,8353
32 2020-08-30 12,8353
32 2020-08-30 13,8350
32 2020-08-30 14,8341
32 2020-08-30 15,8333
32 2020-08-30 16,8326
32 2020-08-30 17,8323
32 2020-08-30 18,8319
32 2020-08-30 19,8315
32 2020-08-30 20,8313
32 2020-08-30 21,8304
32 2020-08-30 22,8292
32 2020-08-30 23,8278
32 2020-08-31 00,8257
32 2020-08-31 01,8218
32 2020-08-31 02,8197
32 2020-08-31 03,8240
32 2020-08-31 04,8316
32 2020-08-31 05,8374
32 2020-08-31 06,8387
32 2020-08-31 07,8393
32 2020-08-31 08,8384
32 2020-08-31 09,8378
32 2020-08-31 10,8374
32 2020-08-31 11,8375
32 2020-08-31 12,8374
32 2020-08-31 13,8374
32 2020-08-31 14,8372
32 2020-08-31 15,8370
32 2020-08-31 16,8366
32 2020-08-31 17,8362
32 2020-08-31 18,8354
32 2020-08-31 19,8343
32 2020-08-31 20,8329
32 2020-08-31 21,8312
32 2020-08-31 22,8293
32 2020-08-31 23,8272
33 2020-08-25 00,6523
33 2020-08-25 01,6340
33 2020-08-25 02,6231
33 2020-08-25 03,6129
33 2020-08-25 04,6022
33 2020-08-25 05,5959
33 2020-08-25 06,5886
33 2020-08-25 07,5817
33 2020-08-25 08,5803
33 2020-08-25 09,5780
33 2020-08-25 10,5756
33 2020-08-25 11,5752
33 2020-08-25 12,5757
33 2020-08-25 13,5790
33 2020-08-25 14,5868
33 2020-08-25 15,5960
33 2020-08-25 16,6174
33 2020-08-25 17,6416
33 2020-08-25 18,6426
33 2020-08-25 19,6392
33 2020-08-25 20,6327
33 2020-08-25 21,6313
33 2020-08-25 22,6296
33 2020-08-25 23,6281
33 2020-08-26 00,6246
33 2020-08-26 01,6144
33 2020-08-26 02,6025
33 2020-08-26 03,5881
33 2020-08-26 04,5742
33 2020-08-26 05,5613
33 2020-08-26 06,5541
33 2020-08-26 07,5790
33 2020-08-26 08,5783
33 2020-08-26 09,5775
33 2020-08-26 10,5766
33 2020-08-26 11,5765
33 2020-08-26 12,5762
33 2020-08-26 13,5761
33 2020-08-26 14,5810
33 2020-08-26 15,5875
33 2020-08-26 16,6014
33 2020-08-26 17,6185
33 2020-08-26 18,6270
33 2020-08-26 19,6291
33 2020-08-26 20,6288
33 2020-08-26 21,6279
33 2020-08-26 22,6271
33 2020-08-26 23,6255
33 2020-08-27 00,6165
33 2020-08-27 01,6037
33 2020-08-27 02,5892
33 2020-08-27 03,5781
33 2020-08-27 04,5683
33 2020-08-27 05,5590
33 2020-08-27 06,5516
33 2020-08-27 07,5737
33 2020-08-27 08,5726
33 2020-08-27 09,5715
33 2020-08-27 10,5705
33 2020-08-27 11,5716
33 2020-08-27 12,5738
33 2020-08-27 13,5758
33 2020-08-27 14,5771
33 2020-08-27 15,5786
33 2020-08-27 16,5844
33 2020-08-27 17,6027
33 2020-08-27 18,6192
33 2020-08-27 19,6259
33 2020-08-27 20,6278
33 2020-08-27 21,6284
33 2020-08-27 22,6284
33 2020-08-27 23,6281
33 2020-08-28 00,6249
33 2020-08-28 01,6153
33 2020-08-28 02,6034
33 2020-08-28 03,5892
33 2020-08-28 04,5748
33 2020-08-28 05,5628
33 2020-08-28 06,5547
33 2020-08-28 07,5790
33 2020-08-28 08,5784
33 2020-08-28 09,5779
33 2020-08-28 10,5770
33 2020-08-28 11,5762
33 2020-08-28 12,5754
33 2020-08-28 13,5746
33 2020-08-28 14,5803
33 2020-08-28 15,5857
33 2020-08-28 16,5948
33 2020-08-28 17,6095
33 2020-08-28 18,6281
33 2020-08-28 19,6318
33 2020-08-28 20,6328
33 2020-08-28 21,6334
33 2020-08-28 22,6328
33 2020-08-28 23,6311
33 2020-08-29 00,6301
33 2020-08-29 01,6186
33 2020-08-29 02,6061
33 2020-08-29 03,5927
33 2020-08-29 04,5825
33 2020-08-29 05,5753
33 2020-08-29 06,5679
33 2020-08-29 07,5798
33 2020-08-29 08,5782
33 2020-08-29 09,5768
33 2020-08-29 10,5744
33 2020-08-29 11,5711
33 2020-08-29 12,5678
33 2020-08-29 13,5649
33 2020-08-29 14,5664
33 2020-08-29 15,5679
33 2020-08-29 16,5694
33 2020-08-29 17,5756
33 2020-08-29 18,5870
33 2020-08-29 19,6055
33 2020-08-29 20,6101
33 2020-08-29 21,6102
33 2020-08-29 22,6071
33 2020-08-29 23,5985
33 2020-08-30 00,5894
33 2020-08-30 01,5847
33 2020-08-30 02,5850
33 2020-08-30 03,5801
33 2020-08-30 04,5743
33 2020-08-30 05,5671
33 2020-08-30 06,5581
33 2020-08-30 07,5780
33 2020-08-30 08,5770
33 2020-08-30 09,5755
33 2020-08-30 10,5734
33 2020-08-30 11,5714
33 2020-08-30 12,5693
33 2020-08-30 13,5675
33 2020-08-30 14,5681
33 2020-08-30 15,5687
33 2020-08-30 16,5692
33 2020-08-30 17,5736
33 2020-08-30 18,5788
33 2020-08-30 19,5897
33 2020-08-30 20,5975
33 2020-08-30 21,6025
33 2020-08-30 22,6049
33 2020-08-30 23,6049
33 2020-08-31 00,6006
33 2020-08-31 01,5939
33 2020-08-31 02,5885
33 2020-08-31 03,5816
33 2020-08-31 04,5739
33 2020-08-31 05,5664
33 2020-08-31 06,5580
33 2020-08-31 07,5820
33 2020-08-31 08,5796
33 2020-08-31 09,5774
33 2020-08-31 10,5756
33 2020-08-31 11,5738
33 2020-08-31 12,5727
33 2020-08-31 13,5721
33 2020-08-31 14,5737
33 2020-08-31 15,5749
33 2020-08-31 16,5764
33 2020-08-31 17,5831
33 2020-08-31 18,6015
33 2020-08-31 19,6184
33 2020-08-31 20,6235
33 2020-08-31 21,6253
33 2020-08-31 22,6256
33 2020-08-31 23,6229
34 2020-08-25 00,6254
34 2020-08-25 01,6055
34 2020-08-25 02,6004
34 2020-08-25 03,6028
34 2020-08-25 04,6066
34 2020-08-25 05,6203
34 2020-08-25 06,6420
34 2020-08-25 07,6546
34 2020-08-25 08,6462
34 2020-08-25 09,6310
34 2020-08-25 10,6202
34 2020-08-25 11,6160
34 2020-08-25 12,6135
34 2020-08-25 13,6100
34 2020-08-25 14,6070
34 2020-08-25 15,6044
34 2020-08-25 16,6015
34 2020-08-25 17,5999
34 2020-08-25 18,5984
34 2020-08-25 19,5913
34 2020-08-25 20,5763
34 2020-08-25 21,5644
34 2020-08-25 22,5563
34 2020-08-25 23,5418
34 2020-08-26 00,5451
34 2020-08-26 01,5560
34 2020-08-26 02,5684
34 2020-08-26 03,5784
34 2020-08-26 04,5868
34 2020-08-26 05,5899
34 2020-08-26 06,5913
34 2020-08-26 07,6525
34 2020-08-26 08,6392
34 2020-08-26 09,6242
34 2020-08-26 10,6164
34 2020-08-26 11,6139
34 2020-08-26 12,6130
34 2020-08-26 13,6109
34 2020-08-26 14,6087
34 2020-08-26 15,6051
34 2020-08-26 16,6012
34 2020-08-26 17,5981
34 2020-08-26 18,5968
34 2020-08-26 19,5923
34 2020-08-26 20,5748
34 2020-08-26 21,5580
34 2020-08-26 22,5450
34 2020-08-26 23,5337
34 2020-08-27 00,5371
34 2020-08-27 01,5416
34 2020-08-27 02,5490
34 2020-08-27 03,5578
34 2020-08-27 04,5657
34 2020-08-27 05,5719
34 2020-08-27 06,5765
34 2020-08-27 07,6428
34 2020-08-27 08,6265
34 2020-08-27 09,6140
34 2020-08-27 10,6058
34 2020-08-27 11,5999
34 2020-08-27 12,5950
34 2020-08-27 13,5895
34 2020-08-27 14,5837
34 2020-08-27 15,5785
34 2020-08-27 16,5719
34 2020-08-27 17,5645
34 2020-08-27 18,5561
34 2020-08-27 19,5470
34 2020-08-27 20,5387
34 2020-08-27 21,5311
34 2020-08-27 22,5225
34 2020-08-27 23,5138
34 2020-08-28 00,5199
34 2020-08-28 01,5386
34 2020-08-28 02,5567
34 2020-08-28 03,5716
34 2020-08-28 04,5817
34 2020-08-28 05,5869
34 2020-08-28 06,5916
34 2020-08-28 07,6485
34 2020-08-28 08,6452
34 2020-08-28 09,6374
34 2020-08-28 10,6247
34 2020-08-28 11,6119
34 2020-08-28 12,6019
34 2020-08-28 13,5953
34 2020-08-28 14,5849
34 2020-08-28 15,5764
34 2020-08-28 16,5678
34 2020-08-28 17,5605
34 2020-08-28 18,5549
34 2020-08-28 19,5492
34 2020-08-28 20,5388
34 2020-08-28 21,5295
34 2020-08-28 22,5216
34 2020-08-28 23,5160
34 2020-08-29 00,5214
34 2020-08-29 01,5387
34 2020-08-29 02,5552
34 2020-08-29 03,5693
34 2020-08-29 04,5787
34 2020-08-29 05,5836
34 2020-08-29 06,5873
34 2020-08-29 07,6428
34 2020-08-29 08,6309
34 2020-08-29 09,6178
34 2020-08-29 10,6070
34 2020-08-29 11,5990
34 2020-08-29 12,5928
34 2020-08-29 13,5861
34 2020-08-29 14,5815
34 2020-08-29 15,5772
34 2020-08-29 16,5719
34 2020-08-29 17,5607
34 2020-08-29 18,5483
34 2020-08-29 19,5354
34 2020-08-29 20,5262
34 2020-08-29 21,5185
34 2020-08-29 22,5125
34 2020-08-29 23,5077
34 2020-08-30 00,5137
34 2020-08-30 01,5320
34 2020-08-30 02,5501
34 2020-08-30 03,5717
34 2020-08-30 04,5919
34 2020-08-30 05,6068
34 2020-08-30 06,6220
34 2020-08-30 07,6863
34 2020-08-30 08,6842
34 2020-08-30 09,6842
34 2020-08-30 10,6835
34 2020-08-30 11,6795
34 2020-08-30 12,6712
34 2020-08-30 13,6517
34 2020-08-30 14,6328
34 2020-08-30 15,6134
34 2020-08-30 16,5876
34 2020-08-30 17,5627
34 2020-08-30 18,5455
34 2020-08-30 19,5384
34 2020-08-30 20,5310
34 2020-08-30 21,5244
34 2020-08-30 22,5199
34 2020-08-30 23,5136
34 2020-08-31 00,5207
34 2020-08-31 01,5429
34 2020-08-31 02,5610
34 2020-08-31 03,5745
34 2020-08-31 04,5827
34 2020-08-31 05,5880
34 2020-08-31 06,5921
34 2020-08-31 07,6478
34 2020-08-31 08,6390
34 2020-08-31 09,6268
34 2020-08-31 10,6161
34 2020-08-31 11,6074
34 2020-08-31 12,6007
34 2020-08-31 13,5954
34 2020-08-31 14,5921
34 2020-08-31 15,5892
34 2020-08-31 16,5856
34 2020-08-31 17,5816
34 2020-08-31 18,5750
34 2020-08-31 19,5673
34 2020-08-31 20,5575
34 2020-08-31 21,5481
34 2020-08-31 22,5404
34 2020-08-31 23,5330
35 2020-08-25 00,6761
35 2020-08-25 01,6670
35 2020-08-25 02,6664
35 2020-08-25 03,6769
35 2020-08-25 04,6775
35 2020-08-25 05,6857
35 2020-08-25 06,7000
35 2020-08-25 07,7219
35 2020-08-25 08,7220
35 2020-08-25 09,7227
35 2020-08-25 10,7243
35 2020-08-25 11,7294
35 2020-08-25 12,7342
35 2020-08-25 13,7368
35 2020-08-25 14,7380
35 2020-08-25 15,7374
35 2020-08-25 16,7355
35 2020-08-25 17,7335
35 2020-08-25 18,7321
35 2020-08-25 19,7307
35 2020-08-25 20,7295
35 2020-08-25 21,7284
35 2020-08-25 22,7269
35 2020-08-25 23,7261
35 2020-08-26 00,7244
35 2020-08-26 01,7247
35 2020-08-26 02,7139
35 2020-08-26 03,7037
35 2020-08-26 04,7002
35 2020-08-26 05,7019
35 2020-08-26 06,7071
35 2020-08-26 07,7264
35 2020-08-26 08,7270
35 2020-08-26 09,7299
35 2020-08-26 10,7352
35 2020-08-26 11,7413
35 2020-08-26 12,7447
35 2020-08-26 13,7458
35 2020-08-26 14,7452
35 2020-08-26 15,7429
35 2020-08-26 16,7382
35 2020-08-26 17,7347
35 2020-08-26 18,7311
35 2020-08-26 19,7276
35 2020-08-26 20,7251
35 2020-08-26 21,7230
35 2020-08-26 22,7213
35 2020-08-26 23,7205
35 2020-08-27 00,7209
35 2020-08-27 01,7266
35 2020-08-27 02,7278
35 2020-08-27 03,7250
35 2020-08-27 04,7218
35 2020-08-27 05,7201
35 2020-08-27 06,7237
35 2020-08-27 07,7408
35 2020-08-27 08,7377
35 2020-08-27 09,7336
35 2020-08-27 10,7295
35 2020-08-27 11,7256
35 2020-08-27 12,7218
35 2020-08-27 13,7186
35 2020-08-27 14,7171
35 2020-08-27 15,7165
35 2020-08-27 16,7156
35 2020-08-27 17,7029
35 2020-08-27 18,6808
35 2020-08-27 19,6459
35 2020-08-27 20,6200
35 2020-08-27 21,6030
35 2020-08-27 22,5918
35 2020-08-27 23,5832
35 2020-08-28 00,5800
35 2020-08-28 01,5889
35 2020-08-28 02,5998
35 2020-08-28 03,6104
35 2020-08-28 04,6252
35 2020-08-28 05,6639
35 2020-08-28 06,6890
35 2020-08-28 07,7229
35 2020-08-28 08,7216
35 2020-08-28 09,7203
35 2020-08-28 10,7192
35 2020-08-28 11,7083
35 2020-08-28 12,6893
35 2020-08-28 13,6718
35 2020-08-28 14,6596
35 2020-08-28 15,6506
35 2020-08-28 16,6514
35 2020-08-28 17,6716
35 2020-08-28 18,6721
35 2020-08-28 19,6493
35 2020-08-28 20,6250
35 2020-08-28 21,6078
35 2020-08-28 22,5956
35 2020-08-28 23,5859
35 2020-08-29 00,5821
35 2020-08-29 01,5920
35 2020-08-29 02,6016
35 2020-08-29 03,6108
35 2020-08-29 04,6198
35 2020-08-29 05,6360
35 2020-08-29 06,6722
35 2020-08-29 07,7225
35 2020-08-29 08,7233
35 2020-08-29 09,7236
35 2020-08-29 10,7191
35 2020-08-29 11,7153
35 2020-08-29 12,7129
35 2020-08-29 13,7139
35 2020-08-29 14,7096
35 2020-08-29 15,6956
35 2020-08-29 16,6700
35 2020-08-29 17,6475
35 2020-08-29 18,6337
35 2020-08-29 19,6271
35 2020-08-29 20,6200
35 2020-08-29 21,6092
35 2020-08-29 22,5971
35 2020-08-29 23,5871
35 2020-08-30 00,5823
35 2020-08-30 01,5936
35 2020-08-30 02,6041
35 2020-08-30 03,6139
35 2020-08-30 04,6227
35 2020-08-30 05,6324
35 2020-08-30 06,6508
35 2020-08-30 07,7184
35 2020-08-30 08,7025
35 2020-08-30 09,6850
35 2020-08-30 10,6702
35 2020-08-30 11,6600
35 2020-08-30 12,6536
35 2020-08-30 13,6510
35 2020-08-30 14,6490
35 2020-08-30 15,6443
35 2020-08-30 16,6361
35 2020-08-30 17,6294
35 2020-08-30 18,6218
35 2020-08-30 19,6146
35 2020-08-30 20,6148
35 2020-08-30 21,6124
35 2020-08-30 22,6012
35 2020-08-30 23,5910
35 2020-08-31 00,5882
35 2020-08-31 01,5918
35 2020-08-31 02,5970
35 2020-08-31 03,6045
35 2020-08-31 04,6207
35 2020-08-31 05,6620
35 2020-08-31 06,6858
35 2020-08-31 07,7201
35 2020-08-31 08,7192
35 2020-08-31 09,7184
35 2020-08-31 10,7181
35 2020-08-31 11,7181
35 2020-08-31 12,7215
35 2020-08-31 13,7251
35 2020-08-31 14,7281
35 2020-08-31 15,7296
35 2020-08-31 16,7298
35 2020-08-31 17,7294
35 2020-08-31 18,7284
35 2020-08-31 19,7273
35 2020-08-31 20,7269
35 2020-08-31 21,7269
35 2020-08-31 22,7267
35 2020-08-31 23,7260
36 2020-08-25 00,6088
36 2020-08-25 01,5600
36 2020-08-25 02,5369
36 2020-08-25 03,5487
36 2020-08-25 04,5468
36 2020-08-25 05,5486
36 2020-08-25 06,5438
36 2020-08-25 07,5606
36 2020-08-25 08,5432
36 2020-08-25 09,5279
36 2020-08-25 10,5130
36 2020-08-25 11,5021
36 2020-08-25 12,4990
36 2020-08-25 13,5029
36 2020-08-25 14,5098
36 2020-08-25 15,5128
36 2020-08-25 16,5137
36 2020-08-25 17,5132
36 2020-08-25 18,5120
36 2020-08-25 19,5098
36 2020-08-25 20,5056
36 2020-08-25 21,5010
36 2020-08-25 22,4946
36 2020-08-25 23,4875
36 2020-08-26 00,4793
36 2020-08-26 01,4696
36 2020-08-26 02,4613
36 2020-08-26 03,4544
36 2020-08-26 04,4476
36 2020-08-26 05,4418
36 2020-08-26 06,4330
36 2020-08-26 07,3877
36 2020-08-26 08,3977
36 2020-08-26 09,4116
36 2020-08-26 10,4314
36 2020-08-26 11,4510
36 2020-08-26 12,4543
36 2020-08-26 13,4586
36 2020-08-26 14,4663
36 2020-08-26 15,4758
36 2020-08-26 16,4756
36 2020-08-26 17,4593
36 2020-08-26 18,4545
36 2020-08-26 19,4563
36 2020-08-26 20,4545
36 2020-08-26 21,4552
36 2020-08-26 22,4646
36 2020-08-26 23,4793
36 2020-08-27 00,4886
36 2020-08-27 01,4896
36 2020-08-27 02,4866
36 2020-08-27 03,4787
36 2020-08-27 04,4673
36 2020-08-27 05,4688
36 2020-08-27 06,4715
36 2020-08-27 07,4364
36 2020-08-27 08,4302
36 2020-08-27 09,4248
36 2020-08-27 10,4222
36 2020-08-27 11,4249
36 2020-08-27 12,4301
36 2020-08-27 13,4363
36 2020-08-27 14,4432
36 2020-08-27 15,4504
36 2020-08-27 16,4573
36 2020-08-27 17,4710
36 2020-08-27 18,4788
36 2020-08-27 19,4798
36 2020-08-27 20,4779
36 2020-08-27 21,4755
36 2020-08-27 22,4730
36 2020-08-27 23,4709
36 2020-08-28 00,4700
36 2020-08-28 01,4643
36 2020-08-28 02,4614
36 2020-08-28 03,4609
36 2020-08-28 04,4631
36 2020-08-28 05,4683
36 2020-08-28 06,4658
36 2020-08-28 07,4201
36 2020-08-28 08,4240
36 2020-08-28 09,4294
36 2020-08-28 10,4358
36 2020-08-28 11,4407
36 2020-08-28 12,4467
36 2020-08-28 13,4533
36 2020-08-28 14,4671
36 2020-08-28 15,4812
36 2020-08-28 16,4823
36 2020-08-28 17,4768
36 2020-08-28 18,4732
36 2020-08-28 19,4703
36 2020-08-28 20,4716
36 2020-08-28 21,4718
36 2020-08-28 22,4713
36 2020-08-28 23,4702
36 2020-08-29 00,4699
36 2020-08-29 01,4660
36 2020-08-29 02,4627
36 2020-08-29 03,4607
36 2020-08-29 04,4601
36 2020-08-29 05,4658
36 2020-08-29 06,4629
36 2020-08-29 07,4194
36 2020-08-29 08,4227
36 2020-08-29 09,4271
36 2020-08-29 10,4328
36 2020-08-29 11,4402
36 2020-08-29 12,4487
36 2020-08-29 13,4572
36 2020-08-29 14,4711
36 2020-08-29 15,4843
36 2020-08-29 16,4897
36 2020-08-29 17,4881
36 2020-08-29 18,4856
36 2020-08-29 19,4826
36 2020-08-29 20,4795
36 2020-08-29 21,4766
36 2020-08-29 22,4740
36 2020-08-29 23,4720
36 2020-08-30 00,4708
36 2020-08-30 01,4658
36 2020-08-30 02,4608
36 2020-08-30 03,4564
36 2020-08-30 04,4523
36 2020-08-30 05,4530
36 2020-08-30 06,4364
36 2020-08-30 07,3934
36 2020-08-30 08,3928
36 2020-08-30 09,4015
36 2020-08-30 10,4161
36 2020-08-30 11,4307
36 2020-08-30 12,4451
